,name,birthplace,birth_place
7765,Charles Wright & The Watts 103rd Street Rhythm Band,,
7766,Donny Hathaway,Chicago,
7767,Blue Cheer,"San Francisco, California, U.S.",
7768,Willie Rosario,Coamo,
7769,Jackie Mittoo and The Soul Vendors,,
7770,Quicksilver Messenger Service,"San Francisco, California, United States",
7771,Patty Pravo,"Venice, Italy",
7772,Desmond Dekker & The Aces,"Saint Andrew Parish, Jamaica",
7773,Bobby Taylor & The Vancouvers,,
7774,William Bell,Toronto,
7775,Mountain John,,
7776,Mary Hopkin,Ystradgynlais,
7777,Wicked Lady,,
7778,Joe Bataan,"Spanish Harlem, New York City",
7779,Mary Mary,"Inglewood, California, U.S.",
7780,Brooklyn Bridge,,
7781,Fania All Stars,,
7782,The Mohawks,,
7783,Louis Armstrong's Orchestra And Chorus,,
7784,"Bernard ""Pretty"" Purdie",,
7785,Free,"London, England","London, England"
7786,Peter Tosh,"Grange Hill, Jamaica",
7787,Syl Johnson,Holly Springs,
7788,Sweetwater,,
7789,Soft Machine,"Canterbury, England",
7790,Jean-Jacques Perrey,Paris,
7791,Fantastic Johnny C,,
7792,Sonora Ponceña,,
7793,Maxine Brown,Campti,
7794,The United States Of America,,
7795,Betty Wright,Miami,
7796,Randy Newman,Los Angeles,
7797,Compay Quinto,,
7798,Al Hurricane,Dixon,
7799,Dillard & Clark,,
7800,George Guzman,,
7801,The Little Dippers,,
7802,Terry Callier,Chicago,
7803,The Jhamels,,
7804,Fifty Foot Hose,"San Francisco, California, United States",
7805,Mandy Moore,Nashua,
7806,Chuito & The Latin Uniques,,
7807,P.P. Arnold,,
7808,Gerry Woo,,
7809,The Village Callers,,
7810,Brigitte Bardot,Paris,
7811,Joya Landis,,
7812,The Latin Blues Band,,
7813,Keith Jarrett,Allentown,
7814,Twice As Much,,
7815,Tom Zé,Irará,
7816,Carlos Y Jose,,
7817,Melanie,Greek language|Greek,
7818,Céline Dion,Charlemagne,
7819,The Red Krayola,,
7820,Paulinho Da Viola,,
7821,The Latinaires,,
7822,The O'Jays,"Canton, Ohio, U.S.",
7823,Vernon Oxford,Rogers,
7824,James Carr,,
7825,Dyke & The Blazers,,
7826,Grady Tate,"Durham, North Carolina|Durham, North Carolina, U.S.",
7827,The Gun,,
7828,George Harrison,Liverpool,
7829,October Country,,
7830,The Romantics,"Detroit, Michigan, United States",
7831,J.K. & Co.,,
7832,The Harvey Averne Dozen,,
7833,Jethro Tull,"Blackpool, Lancashire, England, UK","Blackpool, Lancashire, England, UK"
7834,Marmalade,"Glasgow, Scotland, United Kingdom","Glasgow, Scotland, United Kingdom"
7835,Skip James,Yazoo City,
7836,Chantal Kreviazuk,Winnipeg,
7837,Chick Corea,Chelsea,
7838,Fairport Convention,"London, England",
7839,Kim Fowley,Los Angeles,
7840,The Four Shades,,
7841,Sandy Bull,New York City,
7842,The Weeds,,
7843,The Gladiators,"Kingston, Jamaica|Kingston, Jamaica","Kingston, Jamaica|Kingston, Jamaica"
7844,Anton LaVey,Chicago,
7845,Bobby Valentin,,
7846,Bobby Cruz,Puerto Rico,
7847,Alfredo Gutierrez,,
7848,Henson Cargill,Oklahoma City,
7849,Africa,,
7850,Los Holy's,,
7851,Los 007,,
7852,Sidney Bechet,New Orleans,
7853,Walker Jerry Jeffrey,,
7854,Anoushirvan Rohani,,
7855,The Voodoos,,
7856,Le Seigneur Rochereau,,
7857,Linda Ronstadt,Tucson,
7858,Marty Wilde,Blackheath,
7859,Caravelli,Paris,
7860,Eternity's Children,"Cleveland, Mississippi, United States",
7861,Pat Lundy,"Saskatoon, Saskatchewan, Canada",
7862,Tina Sinatra,"Los Angeles|Los Angeles, California, U.S.",
7863,The International Submarine Band,,
7864,Dimitri Dourakine,,
7865,Vladimir Cosma,Bucharest,
7866,Cheryl Lynn,"Los Angeles, California, United States",
7867,The Holy Mackerel,,
7868,Gary Puckett,,
7869,Eddie Gale,Brooklyn,
7870,Frank Sinatra Jr.,"Jersey City, New Jersey, U.S.",
7871,Monk Higgins,,
7872,Maurice Duruflé,Louviers,
7873,Shyamal Sinha,"Patna, Bihar, British India",
7874,Frank DeVol,,
7875,Justo Betancourt,,
7876,The Attack,,
7877,Ken Boothe,Kingston,
7878,Billy Nicholls,White City,
7879,Guillermo Buitrago,Ciénaga,
7880,Biff Rose,New Orleans,
7881,Mickey Newbury,Houston,
7882,Dennis Yost,,
7883,The Epitome Of Sound,,
7884,"Ennio Morricone, Edda e i Cantori Moderni di Alessandroni",,
7885,Effi Netzer Band,,
7886,Mitch Leigh,Brooklyn,
7887,The Growing Concern,,
7888,SRC,,
7889,Bohemian Vendetta,"Long Island, New York (state)|New York, United States",
7890,The Feminine Complex,"Nashville, Tennessee, United States",
7891,Billy Paul,"Philadelphia, Pennsylvania, U.S.",
7892,Jacques Brel Is Alive and Well and Living in Paris Ensemble,,
7893,The Art Of Lovin',,
7894,William Shatner,Montreal,
7895,Janos Lehar,,
7896,Raymond Froggatt,,
7897,Lehakat Heyl Hayam,,
7898,The Apple Pie Motherhood Band,,
7899,Shirley Caesar,,
7900,The Five Stairsteps,,
7901,Buddy Miles Express,United States,
7902,The Tangerine Zoo,,
7903,Alan Silvestri,New York City,
7904,Billy Gilman,Westerly,
7905,Barney Wilen,Nice,
7906,Mort Shuman,New York City,
7907,Henry Stephen,,
7908,Kasenetz-Katz-Super-Circus,,
7909,Heintje,,
7910,Nancy Priddy,South Bend,
7911,Sandra & Sharon,,
7912,Four Jacks And a Jill,,
7913,Rafael Cortijo Y Su Bonche,,
7914,The Emotions,"Chicago, Illinois, U.S.",
7915,"Monguito ""El Único"" Santamaría",,
7916,Roger Nichols & The Small Circle of Friends,,
7917,Hugo Montenegro & His Orchestra and Chorus,,
7918,Rare Earth,"Detroit, Michigan, U.S.","Detroit, Michigan, U.S."
7919,Didian y sus latinos,,
7920,Ray Stevens,Georgia,
7921,The Har-You Percussion Group,,
7922,Ed Bruce,Keiser,
7923,Bobby Quesada,,
7924,Chuck Jackson,"Winston-Salem, North Carolina, U.S.",
7925,Elly Stone,,
7926,The Living Strings & The Living Voices,,
7927,Larry Young,,
7928,Nathan Lane,Jersey City,
7929,Nora Orlandi,Voghera,
7930,Anne Murray,"Springhill, Nova Scotia, Canada",
7931,Los Silverton's,,
7932,Don Ellis & His Orchestra,"Los Angeles, California, U.S.",
7933,Ivan Rebroff,"Berlin, Germany",
7934,Agnetha Fältskog,Jönköping,
7935,Judi Dench,York,
7936,Shawn Colvin,Vermillion,
7937,Zelia Barbosa,,
7938,The Apollas,,
7939,Ruth White,"Whitewood, Virginia",
7940,Original Broadway Cast of 'Zorba',,
7941,James Mason,Huddersfield,
7942,Kiriae Crucible,,
7943,Shawn Elliott,"Santurce, Puerto Rico",
7944,Lord Sitar,,
7945,Dave Kennedy & the Ambassadors,,
7946,LaBelle,,
7947,Mireille Mathieu,"Avignon, Vaucluse, France",
7948,John Morris,Elizabeth,
7949,Regina Zakai,,
7950,Fernando Martins,"São Paulo, Brazil",
7951,Las Cuatro Monedas,,
7952,Jorge Morel,Buenos Aires,
7953,Larry Coryell,Galveston,
7954,David Ackles,Rock Island,
7955,Harold Melvin & The Blue Notes,,
7956,John Martyn,New Malden,
7957,Alice Whitfield,,
7958,TNT Band,,
7959,"Earth, Wind & Fire",,
7960,The Sharks,,
7961,Magic Mixture,,
7962,Billy Hawks,,
7963,The Seven Sounds,,
7964,Ennio Morricone e i Cantori Moderni di Alessandroni,,
7965,Cunningham,,
7966,Kenny O'Dell,Antlers,
7967,黃蜀娟,,
7968,楊燕,,
7969,Stamatis Kokotas,,
7970,The Soulful Strings,"Chicago, Illinois",
7971,Edna Goren,,
7972,The Pharaohs,"Chicago, Illinois, United States",
7973,Berto Pisano,Cagliari,
7974,Flamingokvintetten,"Partille, Sweden",
7975,Fabrizio De André,Genoa,
7976,Erkin Koray,"Kadıköy, Istanbul, Turkey",
7977,Raulzito E Os Panteras,,
7978,CeCe,,
7979,Aynsley Dunbar Retaliation,,
7980,Omega,Bonao,
7981,Earth Opera,"Boston, Massachusetts, United States",
7982,The Fireballs,,
7983,De Selvera's,,
7984,Oneness Of Juju,,
7985,Danny C Small,,
7986,Ray Davies,Fortis Green,
7987,MFSB,"Philadelphia, Pennsylvania, United States",
7988,Senõr Soul,,
7989,Pedro Concepcion,,
7990,Rashied Ali & Frank Lowe,"Philadelphia, Pennsylvania, U.S.",
7991,Superfine Dandelion,,
7992,Patato Valdes,,
7993,The Tea Company,,
7994,Dorthe,,
7995,Alan Hawkshaw,Leeds,
7996,Robert John,Brooklyn,
7997,Rudolf Urbanec,,
7998,Gianni Marchetti,Rome,
7999,Paul Griffin,,
8000,The Tennors,"Kingston, Jamaica",
8001,The BBC Radiophonic Workshop,,
8002,The Gentle Soul,,
8003,Los Golden Stars,,
8004,Byron Morris and Unity,,
8005,Carlos Mendes,Lisbon,
8006,Gilberto Monroig,"San Juan, Puerto Rico",
8007,Allison Durbin,,
8008,The Torero Band,,
8009,Coon Creek Girls,"Cincinnati, Ohio, United States",
8010,Keletigui Et Ses Tambourinis,,
8011,De Vrolijke Surinaamse Jeugd,,
8012,El Trio Universal,,
8013,The Churchills,"Tel-Aviv, Israel",
8014,New Swing Sextet,,
8015,The Groundhogs,England,
8016,The Bonniwell Music Machine,,
8017,Sandler & Young,,
8018,Eclection,"London, England",
8019,Sweet,,
8020,Heintje Simons,,
8021,Dino Valente,,
8022,Funkadelic,"Plainfield, New Jersey, U.S.",
8023,Cheops,,
8024,Fábio,,
8025,Brian Augur and the Trinity & Julie Driscoll,,
8026,Sextett Ólafs Gauks,,
8027,Boenzee Cryque,,
8028,Brewer & Shipley,,
8029,Gil Scott-Heron,Chicago,
8030,Tribe (Wendell Harrison & Philip Ranelin),,
8031,Tommy McCook & The Supersonics,"Havana, Cuba",
8032,Gordon Alexander,"Kensington, London, England",
8033,Hilarion Correa Y Su Conjunto Los De Tierra Adentro,,
8034,The Strangers,,
8035,Cousin Emmy,"Lamb, Barren County, Kentucky",
8036,The Melachrino Strings,,
8037,Timothy Wilson,,
8038,Eugene Arango,,
8039,The Storybook,,
8040,Mariachi de Heriberto Aceves,,
8041,The Harmonians,,
8042,Lee Michaels,Los Angeles,
8043,Keith Colley,,
8044,Kay Adams,Knox City,
8045,The Animated Egg,,
8046,Marvin Hamlisch,Manhattan,
8047,Vivian Reed,,
8048,Los Teddy’s,,
8049,Ars Nova,,
8050,包娜娜,,
8051,Les Fantaisistes de Carrefour,,
8052,Freddy Fender,Corpus Christi,
8053,Trio Mossoro,,
8054,Wolf Biermann,Hamburg,
8055,Tyrone Washington,,
8056,Harry Hibbs,,
8057,Pham Duy,Hanoi,
8058,Les Reed,Woking,
8059,Donna Summer,Boston,
8060,Ford Theatre,,
8061,"Carlos ""Potato"" Valdez",,
8062,Santos Colón,"Sabana Grande, Puerto Rico",
8063,Karel Duba se svým orchestrem,,
8064,Spectres,,
8065,James Stewart,Indiana County,
8066,The Mops,Japan,
8067,Gordon Mills,Chennai,
8068,The New Tweedy Brothers,,
8069,Joe Bonsall,Philadelphia,
8070,Basil Kirchin,Blackpool,
8071,Mother Earth,,
8072,左艷蓉,,
8073,Tpao Batman Orkestrası,,
8074,Duncan Browne,,
8075,Buddy Buie,Marianna,
8076,"David ""Fathead"" Newman","Corsicana, Texas, United States",
8077,New Hawaiian Band,,
8078,Edda,Milan,
8079,Silvestre Montez y Sus Guantanameros,,
8080,Boris Gardiner,Kingston,
8081,Sandro Brugnolini,Rome,
8082,Paul Stookey,Greenwich Village,
8083,The Nashville Brass,,
8084,Jimmy Collier,,
8085,Los Iracundos,Paysandú,
8086,Charlie Musselwhite,Kosciusko,
8087,I Crodaioli,,
8088,Vanusa,"Cruzeiro, São Paulo|Cruzeiro, São Paulo (state)|São Paulo, Brazil",
8089,Marisa Sannia,Iglesias,
8090,Pete Terrace,New York City,
8091,The Bachs,,
8092,Erica Pomerance,,
8093,James Anthony Luck,,
8094,The Rockets,"Detroit, Michigan, United States","Detroit, Michigan, United States"
8095,George M! Orchestra,,
8096,The Loading Zone,,
8097,The Freedom Sounds,,
8098,Orquesta Flamboyan,,
8099,Ralph Robles,,
8100,The Secret Agents,,
8101,Ashok Kumar,"Bhagalpur, Bengal Presidency, British India",
8102,Tato Diaz,,
8103,Rodolfo Biagi Y Su Orquesta Tipica,,
8104,Peter Walker,,
8105,Zürcher Bach-Chor,,
8106,Brian Auger And The Trinity With Julie Driscoll,,
8107,Gilberto Sextet,,
8108,Chris Gantry,Queens,
8109,Charles Grean,,
8110,Holly Pritchett,,
8111,The 13th Power,,
8112,Larry Harrison,,
8113,The Naturals,,
8114,Graham Gouldman,Salford,
8115,CBS Israel Choir,,
8116,Gianni Morandi,Monghidoro,
8117,Berndt Egerbladh,Sweden,
8118,Snow,,
8119,Bernadette Peters,Queens,
8120,Barry Dennen,Chicago,
8121,Jorge Ferreira,,
8122,Chad & Jeremy; Arranged and conducted by Chad Stuart,,
8123,Ernos,,
8124,Curly Putman,"Princeton, Alabama, U.S.",
8125,Bobby Short and Mabel Mercer,,
8126,Wayne Bickerton,Rhyl,
8127,Plastic Penny,United Kingdom,
8128,Claudio Tallino,,
8129,Peter Orloff,Lemgo,
8130,Ray Perez,"Honolulu, Hawaii, United States",
8131,Company,,
8132,Original Soundtrack Recording,,
8133,Alma Navarra,,
8134,Nilton Cesar,,
8135,The Lat-Teens,,
8136,Gary Bartz Ntu Troop,,
8137,Som Tres,,
8138,Steve Marcus,,
8139,Geoff Stevens,,
8140,Charlie McCoy & The Escorts,"Oak Hill, West Virginia, United States",
8141,Traffic Jam,,
8142,Jiddu Krishnamurti,"Madanapalle (now Andhra Pradesh State), Madras Presidency, British India",
8143,Włodzimierz Nahorny Trio,,
8144,Arlene Brown & Lee Shot Williams,,
8145,Chacon Y Su Orquesta,,
8146,Darom Duo,,
8147,Lloyd Charmers,Kingston,
8148,Lord Kitchener,Arima,
8149,The Inspirations,,
8150,Ricardo Ray Orchestra,,
8151,Anne & Johnny Hawker,,
8152,Paul Wing,"New York, USA",
8153,Rainbow Ffolly,,
8154,Barry Gibb,Douglas,
8155,Eddie Rabbitt,Brooklyn,
8156,Jerry Chesnut,Harlan County,
8157,Dara Ruzic,,
8158,Die Engelfamilie aus Tirol,,
8159,Brněnský rozhlasový orchestr lidových nástrojů,,
8160,The Choristers Of Bath Abbey,,
8161,Burhan Tonguç Ritim Grubu,,
8162,Joyfull Noise,,
8163,Elsa Lanchester,"Metropolitan Borough of Lewisham|Lewisham, County of London|London, England",
8164,Steve Allen,New York City,
8165,Thom Kelling,,
8166,John Wesley Macon,,
8167,Tony Castillo Jr.,,
8168,Ze Gonzaga,,
8169,Grupo Latino de Uruguay,,
8170,All That the Name Implies,,
8171,Bruno Battisti D'Amario,Rome,
8172,Kenny Baker & Joe Greene,,
8173,Peter Thomas,Wrocław,
8174,Living Brass,,
8175,Erwin Wiener,,
8176,Dresdner Kreuzchor,,
8177,Pedro Ayala,"General Terán, Nuevo León",
8178,Christine Scott,"Broome, Western Australia|Broome, Western Australia,  Australia",
8179,Tod Dockstader,Saint Paul,
8180,Moshe Dayan,"Degania Alef, Acre Sanjak, Ottoman Palestine",
8181,Charlie McCoy,Oak Hill,
8182,The Eighth Day,,
8183,Miro Casabella,,
8184,Mija Aleksic,,
8185,Marija Grozdanovic,,
8186,Demetrius,Greeks|Greek,
8187,Dori Edson,,
8188,The Hanky Pank Players,,
8189,Beat Boys,,
8190,Soledad Bravo,"Logroño, La Rioja (Spain)|La Rioja, Spain",
8191,Milivoje Milosevic,,
8192,John Gay,Whittier,
8193,Joseph Nasif,,
8194,Mario Quiroz,,
8195,Group Thirty Orchestra,,
8196,The Blue Diamonds,,
8197,David Whitaker,Kingston upon Thames,
8198,Wendy Dawn,,
8199,BWD Orchestra,,
8200,Margie Day,"Norfolk, Virginia, United States|USA",
8201,Ernest Macmillan,,
8202,Antonio de la Carsá con Antonio Arenas,,
8203,Michael de la Fontaine,,
8204,Angelo,,
8205,Goldie Hill Smith,,
8206,Dragan Aleksic,,
8207,Phyllis Diller,"Lima, Ohio, U.S.",
8208,Gönül Yazar,"İzmir, Turkey",
8209,Aecio Flavio,,
8210,Jennifer,,
8211,João Aquino,,
8212,Arie Eliav,,
8213,Fredric,,
8214,AVRO Kinderkoor,,
8215,Norman Kennedy,,
8216,The Teenagers,"Harlem|Harlem, New York City, New York, United States",
8217,Milt Buckner,"St. Louis, Missouri, U.S.",
8218,Manos Loizos,,
8219,The Buenos Aires Pops,,
8220,Peter Hamilton Orchestra,,
8221,La Valle,,
8222,Marcel Arnalot y su Guitarra Hawaiana,,
8223,Betty Moore,,
8224,Maricene,,
8225,柯純卿,,
8226,Barry Booth,,
8227,Gisela Richter,,
8228,Haldun Özdenizmen,,
8229,Надежда Обухова,,
8230,Stefano Torossi,Rome,
8231,Öztürk Serengil,"Artvin, Turkey",
8232,Thore Skogman,Hallstahammar,
8233,Ernesto Lecuona,Guanabacoa,
8234,Itzik Manger,Chernivtsi,
8235,Jean Richafort,County of Hainaut,
8236,Arte Johnson,Benton Harbor,
8237,"Siegfried Vogel, Leipzig Radio Chorus, Heinz Rogner, Dresden Philharmonic Orchestra, Elisabeth Ebert, Rosemarie Ronisch, Martin Ritzmann, Harald Neukirch, Hannerose Katterfeld",,
8238,Vineula Girls Choir Of Western Samoa,,
8239,Jho Archer,,
8240,向井稔,,
8241,Donna Jean Young,,
8242,A. Parera Fons,,
8243,Ignacio Román,,
8244,Mrs Sarah Makem,,
8245,Roland W.,,
8246,Bernice Reagon,,
8247,Pere Tapias,,
8248,Velký dechový orchestr Supraphonu,,
8249,David Krivoshey,,
8250,McGough & McGear,,
8251,Los Gemelos Del Sur,,
8252,Ekrem Çelebi,,
8253,Radivoje Radojevic,,
8254,Het Jeugdkoor Van Henk Van Der Velde,,
8255,De Spelbrekers,,
8256,Juan Manuel Bernal,"Mexico City, Distrito Federal, Mexico",
8257,Kate Harcourt,"Amberley, New Zealand|Amberley, New Zealand",
8258,Arlene Harden,,
8259,Marie Pokšteflová,,
8260,Zito Borborema,,
8261,The Levitts,,
8262,Kay Turner,,
8263,Living Marimbas,,
8264,Steve Noonan,,
8265,Albert Band,Paris,
8266,Taos Amrouche,Tunis,
8267,The Strawberry Street Singers,,
8268,Quinteto Cañizo,,
8269,James Clarke,,
8270,Ahmet Üstün,,
8271,Family Tree,,
8272,Anna Black,,
8273,Anne Hawker,,
8274,One of Hours,,
8275,Elliot Kaplan,,
8276,Los Meme,,
8277,劉福助,,
8278,Thèo Vitor,,
8279,Henry Gibson,Germantown,
8280,Malladi Ramakrishna Sastry,"Chinnaguduru, Krishna district",
8281,Marcos Roberto,,
8282,Carlos Diniz,,
8283,Glòria,,
8284,Bob Hastings,"Brooklyn, New York, U.S.",
8285,Joe Smith,,
8286,Braca Bajic,,
8287,Isidor,,
8288,West,,
8289,Sallustio,,
8290,Bafo da Onca,,
8291,Bee Houston,,
8292,Bloco Carnavalesco Vai Se Quiser,,
8293,Regoli,,
8294,Jamelão,"Rio de Janeiro, Brazil",
8295,Duet Cveta i Petar Pavlovski,,
8296,Boris Blacher,Yingkou,
8297,Lore Aschmueller,,
8298,FRANK OWENS,,
8299,George Zambetas,,
8300,Milo O'Shea,"Dublin, Ireland",
8301,The Onslow Brass Band,,
8302,Fernando Cazzato Mainardi,,
8303,Ensemble Instrumental de la Radiodiffusion Nationale,,
8304,Peter Schreier,Meissen,
8305,Rosana Tapajos,,
8306,VIS Sanjalice,,
8307,Thoninho Mattos,,
8308,Jacques Chancel,Ayzac-Ost,
8309,Pete Rodríguez and His Orchestra,,
8310,Haim Laskov,,
8311,The Ragtimers,,
8312,Emmanuel Berl,Le Vésinet,
8313,Georges Dor,Drummondville,
8314,Alfredo Gatell,,
8315,Dan Rowan,"Beggs, Oklahoma, U.S.",
8316,Eduardo Avila,,
8317,Niebiesko-Czarni,,
8318,Bob Luman,Nacogdoches,
8319,The Beachers,,
8320,André Campra,Aix-en-Provence,
8321,Egbert Douwe,,
8322,Veikko Lavi,Kotka,
8323,O Grupo,,
8324,"Salloom, Sinclair and The Mother Bear",,
8325,The Rebels,,
8326,Os Saudosistas,,
8327,Dario Moreno,,
8328,Regal Saz Heyeti,,
8329,Nelson & Jeanette,,
8330,Akiko Wada,"Tennōji-ku, Osaka, Osaka Prefecture, Japan",
8331,Esther and Abi Ofarim,,
8332,George Wein,Boston,
8333,Living Trio,,
8334,趙麗芬,,
8335,Pierre Rode,Bordeaux,
8336,Cantinflitas y Su Conjunto,,
8337,Teresita de Ávila,,
8338,Mustafa Seyran,,
8339,Four Jacks,,
8340,Draaiorgel De Waterpoorter,,
8341,Irene Chalepah Poolaw,,
8342,Frank Perkins,Salem,
8343,Don Backy,Santa Croce sull'Arno,
8344,Ari Lobo,,
8345,Geraldo Correia,,
8346,Aliza Azikri,{{Flag|Morocco}},
8347,Portela,,
8348,André Gagnon,Saint-Pacôme,
8349,William Lawes,Salisbury,
8350,Nada Puttar-Gold,,
8351,Master Damle,,
8352,Antonio Soler,Olot,
8353,Willem Vermandere,Menen,
8354,Nossa Orquestra,,
8355,Jeannette Cramer-Chemin-Petit,,
8356,Tony McPhee,"Humberston, Lincolnshire, England",
8357,Orson Bean,Burlington,
8358,Irene Lardy,,
8359,Armenian-Caucasian Folk Ensemble,,
8360,Coros Armonías De Colombia,,
8361,Phil Cantlay,,
8362,Albert Vidal,,
8363,Ab Kok,,
8364,Cetin Akcan,,
8365,Luigi,Mushroom Kingdom,
8366,Canhoto,,
8367,Etta Baker,"Caldwell County, North Carolina, U.S.",
8368,The Bluegrass Banjo Pickers,,
8369,Gray Bartlett,Auckland,
8370,Heinrich Isaac,Flanders,
8371,Fearns Brass Foundry,,
8372,Lapis,,
8373,Ofra Fuchs,,
8374,Winchester Cathedral Choir,,
8375,Mehmet Bozdoğan,,
8376,Tadeusz Woźniak,Warsaw,
8377,Quarteto 004,,
8378,Francy Boland,Namur,
8379,Dursun Salkım,,
8380,John Woodhouse,,
8381,Gian Piero Reverberi,Genoa,
8382,Elena Obraztsova,,
8383,Lehakat Pikud Darom,,
8384,The Rene Paulo Group,,
8385,Wildwood,,
8386,The Nashville Strings,,
8387,Sônia Dutra,,
8388,The Marvetts,,
8389,Brasa Seis,,
8390,HaGashash HaHiver,,
8391,Janeriks,,
8392,Norma Zimmer,"Shoshone County, Idaho|Larson, Idaho, U.S.",
8393,António Rocha,Lisbon,
8394,Jan Gorissen,,
8395,The Stewart Family,,
8396,The Tempters,,
8397,Mick Jagger,Dartford,
8398,Ansambl Toneta Kmeteca,,
8399,Die Kalser Sänger,,
8400,Ferdinand Conrad,,
8401,Bob Myers,"Danville, California",
8402,William Squire,"Neath, Glamorgan, Wales, United Kingdom of Great Britain and Ireland|UK",
8403,Franz Steinberger,,
8404,Happy Team,,
8405,Luis Varona,,
8406,The El Dorados,,
8407,Müslüm Kılıç,,
8408,Adrian Mitchell,Hampstead Heath,
8409,Dietmar Schönherr,Innsbruck,
8410,The Barry Goldberg Reunion,,
8411,Glockner-Kapelle Kals,,
8412,Sidney Jones,Islington,
8413,I Camaleonti,,
8414,Yrjö Haapanen,,
8415,Flor Morales Ramos,,
8416,Los Cadetes Homero Guerrero y Adán Moreno,,
8417,Rosamel Araya,,
8418,The Kingstonians,"Kingston, Jamaica",
8419,Nerino Silva,,
8420,Manuel Blasco De Nebra,,
8421,Huub Janssen,,
8422,The Organ Masters,,
8423,Dimitris Efstathiou,,
8424,Ajda Pekkan,"Beyoğlu, Istanbul, Turkey",
8425,Led Zeppelin,"London, England",
8426,"Crosby, Stills & Nash",,
8427,Norman Greenbaum,Malden,
8428,Bob Seger,Detroit,
8429,Santana,"San Francisco, California, U.S.","San Francisco, California, U.S."
8430,Joe Cocker,Sheffield,
8431,Blind Faith,"Ripley, Surrey, England",
8432,Neil Young,Toronto,
8433,The Stooges,"Ann Arbor, Michigan|Ann Arbor, Michigan, United States",
8434,Roberta Flack,Asheville,
8435,The Allman Brothers Band,"Jacksonville, Florida, U.S.",
8436,King Crimson,"London, England",
8437,The Meters,"New Orleans, Louisiana, U.S.",
8438,Nick Drake,Yangon,
8439,The Friends Of Distinction,,
8440,The Originals,"Detroit, Michigan, United States","Detroit, Michigan, United States"
8441,Mulatu Astatke,Jimma,
8442,Karen Dalton,Enid,
8443,Edwin Starr,Nashville,
