,name,birthplace
13125,Bascom Lamar Lunsford,NaN
13126,The Alpha Band,NaN
13127,Spiders from Mars,NaN
13128,Salamat Ali Khan,NaN
13129,k.d. lang,Edmonton
13130,Los Bondadosos,NaN
13131,Skah-Shah,NaN
13132,Christopher Isherwood,Cheshire
13133,Lamont Johnson,NaN
13134,The Fast,NaN
13135,The Greg Kihn Band,NaN
13136,Laredo,NaN
13137,Rockets,NaN
13138,Band of the Black Watch,NaN
13139,Carlos Cachaca,NaN
13140,Spilverk þjóðanna,NaN
13141,Linval Thompson & The Revolutionaries,NaN
13142,Sisa,NaN
13143,Alvin Ranglin,NaN
13144,The Brats,NaN
13145,Müd,NaN
13146,James O'Gwynn,NaN
13147,Barry O'Dowd,NaN
13148,Bosse Påhlssons,NaN
13149,Back Street Crawler,NaN
13150,Grace Jones,Spanish Town
13151,Brimkló,NaN
13152,Suicide,NaN
13153,Copeland Davis,NaN
13154,Octopus,NaN
13155,Greenhorns,NaN
13156,Hermann Szobel,NaN
13157,Rigmor Brekken,NaN
13158,Los Zucara,NaN
13159,Mahmoodi Khansari,NaN
13160,Gro Anita Schønn,NaN
13161,Div.,NaN
13162,Viejas Raíces,NaN
13163,Oskorri,NaN
13164,Wolfgang Petry,NaN
13165,Dan Hartman,Harrisburg
13166,Cherry Vanilla and her Staten Island Band,NaN
13167,Trille,Copenhagen
13168,Klaus Meine,Hanover
13169,Carlos María Fossati,NaN
13170,Talking Heads,NaN
13171,Foreigner,NaN
13172,Peter Gabriel,Dorstfeld
13173,Iggy Pop,NaN
13174,George Thorogood & The Destroyers,NaN
13175,CHIC,NaN
13176,Sex Pistols,NaN
13177,Andy Gibb,Manchester
13178,Television,NaN
13179,Elvis Costello,London
13180,Player,NaN
13181,The Oak Ridge Boys,NaN
13182,The Damned,NaN
13183,Bob Welch,Los Angeles
13184,Junior Murvin,Port Antonio
13185,Debby Boone,Hackensack
13186,Wire,NaN
13187,Dead Boys,NaN
13188,Samantha Sang,NaN
13189,Jonathan Richman & The Modern Lovers,NaN
13190,Slave,NaN
13191,Cameo,NaN
13192,Miguel Bosé,NaN
13193,Eddie Hazel,Brooklyn
13194,The Stranglers,NaN
13195,Motörhead,NaN
13196,Faze-O,NaN
13197,Dennis Wilson,Inglewood
13198,The Jam,NaN
13199,Con Funk Shun,NaN
13200,The Congos,NaN
13201,Aalon,NaN
13202,Amy Helm,Woodstock
13203,Culture,NaN
13204,Jan Hammer Group,NaN
13205,Frank Stallone,New York City
13206,RAMP,NaN
13207,Earl Klugh,Detroit
13208,Gary Peacock,Burley
13209,Shaun Cassidy,Los Angeles
13210,Tarika Blue,NaN
13211,Dean Friedman,Paramus
13212,Sea Level,NaN
13213,"Evelyn ""Champagne"" King",NaN
13214,Marta Acuna,NaN
13215,Dixie Dregs,NaN
13216,The Coasters,NaN
13217,The Michael Zager Band,NaN
13218,Karla Bonoff,Los Angeles
13219,Eugene Record,Chicago
13220,Cesar Camargo Mariano,São Paulo
13221,Pablo Abraira,NaN
13222,The Vibrators,NaN
13223,LeBlanc And Carr,NaN
13224,Azymuth,NaN
13225,Peter Brown,Blue Island
13226,Ralph MacDonald,New York City
13227,Eddie & The Hot Rods,NaN
13228,Sylvester,Los Angeles
13229,Gary Wilson,NaN
13230,Adolfo Echeverría Y Su Conjunto,NaN
13231,Toulouse,NaN
13232,Valerie Carter,Winter Haven
13233,The Real Kids,NaN
13234,Angel Canales,NaN
13235,David Dundas,NaN
13236,Bill Justis,Birmingham
13237,Lee Marvin,NaN
13238,Super Sounds Namba,NaN
13239,Elton Medeiros,NaN
13240,Brainstorm,NaN
13241,Good Times Ahead,NaN
13242,Michael Joncas,NaN
13243,Ashra,NaN
13244,Métal Urbain,NaN
13245,Shalom Hanoch,Mishmarot
13246,Space,NaN
13247,Arne Domnérus,NaN
13248,Space Art,NaN
13249,Cynthia Rhodes,NaN
13250,Francis Cabrel,Agen
13251,Will Ackerman,NaN
13252,The Boys,NaN
13253,Hermeto Pascoal,Arapiraca
13254,The Rubinoos,NaN
13255,Meco,United States of America
13256,Röyksopp,NaN
13257,Linda Ronstadt with Dolly Parton,NaN
13258,Steve Winwood,Birmingham
13259,Bernie Leadon,Minneapolis
13260,Thomas Faragher,NaN
13261,Elkie Brooks,NaN
13262,Fred Wesley & The Horny Horns Featuring Maceo Parker,NaN
13263,Ted Greene,Los Angeles
13264,Metal Boys,NaN
13265,Lee Ritenour,Hollywood
13266,Village People,NaN
13267,FM,NaN
13268,Ultravox,NaN
13269,Dickey Betts,West Palm Beach
13270,Buzzcocks,NaN
13271,Banda Black Rio,NaN
13272,Charo,Molina de Segura
13273,The Boomtown Rats,NaN
13274,New Grass Revival,NaN
13275,Efraim Shamir,Omsk
13276,Marshall Chapman,Spartanburg
13277,38 Special,NaN
13278,Adalberto Santiago,NaN
13279,Graham Bonnet,Skegness
13280,The Lurkers,NaN
13281,Pockets ,NaN
13282,Surf Punks,NaN
13283,Patrick Juvet,Montreux
13284,Sezen Aksu,Denizli
13285,Jean Carn,NaN
13286,Ferdi Tayfur,Adana
13287,Joe Ely,Amarillo
13288,Carlos Mejía Godoy,Somoto
13289,Sweeney Todd,NaN
13290,Paint Your Wagon Chorus,NaN
13291,Rick Rubin,Lido Beach
13292,Legs Diamond,NaN
13293,Donna Fargo,Mount Airy
13294,Rev. Carey Landry,NaN
13295,Shag Kava,NaN
13296,Grinderswitch,NaN
13297,Krisma,NaN
13298,T-Connection,NaN
13299,Tropical Florida,NaN
13300,Robert Gordon,Glencairn
13301,Satan's Rats,NaN
13302,Crosby & Nash,NaN
13303,Brief Encounter,NaN
13304,Steve Martin,Waco
13305,Carrie Lucas,NaN
13306,Noel Pointer,NaN
13307,Carole Bayer Sager,Brooklyn
13308,Sputnik,Bostrak
13309,Alan Dexter,NaN
13310,El Poder,NaN
13311,Danny Cabuche,NaN
13312,Innovations,NaN
13313,Los Amaya,NaN
13314,The Rock and Rollers,NaN
13315,Shalamar,NaN
13316,The Apagya Showband,NaN
13317,Riot,NaN
13318,Ernest Tubb,Crisp
13319,Shoes,NaN
13320,Levon Helm,Elaine
13321,Asaase Ase,NaN
13322,Greg Perry,NaN
13323,F.O.X,NaN
13324,Darts,NaN
13325,Patrice Rushen,Los Angeles
13326,Taxi,NaN
13327,Reba McEntire,McAlester
13328,Jeff Warner,NaN
13329,Smog,NaN
13330,Runa Laila,NaN
13331,Cerro Verde,NaN
13332,Philip Glass,Baltimore
13333,Bixio-Frizzi-Tempera,NaN
13334,Max Marino,NaN
13335,Springwater,NaN
13336,Jean Seberg,NaN
13337,Elsa Baeza,NaN
13338,Erik Tagg,NaN
13339,Roland Kaiser,NaN
13340,Andrea Jürgens,NaN
13341,Fe 59,NaN
13342,Gabriele Ducros,NaN
13343,Dan Whitley's Rebel Force Band,NaN
13344,Malika Pukhraj,NaN
13345,Michelle Phillips,Long Beach
13346,George Lee Andrews,NaN
13347,Herry Monster,NaN
13348,David Matthews,Sonora
13349,The Diodes,NaN
13350,Jane Austen,Steventon
13351,Cliff Richard & The Drifters,NaN
13352,Parni Valjak,NaN
13353,Amado Batista,NaN
13354,Mac McAnally,Red Bay
13355,MISTRAL.,NaN
13356,Eric Gale,NaN
13357,Happy the man,NaN
13358,Throbbing Gristle,NaN
13359,Universal Robot Band,NaN
13360,猪俣猛,NaN
13361,Mandré,Omaha
13362,Steve Khan,NaN
13363,Blue Barron & His Orchestra,NaN
13364,Tony Bizarro,NaN
13365,Carlos Dafé,NaN
13366,Danny Mirror,NaN
13367,Edgard Varèse,NaN
13368,Jeff Lorber Fusion,NaN
13369,Danny Gatton,NaN
13370,Geraldo Azevedo,Petrolina
13371,The Caravans,NaN
13372,Frank Marino & Mahagony Rush,NaN
13373,ทูล ทองใจ,NaN
13374,Participants of 'The Troup',NaN
13375,Kimbo Children's Music,NaN
13376,Sanullim,NaN
13377,Hanan Yovel,Mishmarot
13378,Bette Midler & Tom Waits,NaN
13379,David Laflamme,NaN
13380,The Mark & Clark Band,NaN
13381,Ilham al-Madfai,Baghdad
13382,Sesame Street's Marylou,NaN
13383,Sesame Street's Simon Soundman,NaN
13384,Happy End,NaN
13385,Guido & Maurizio,NaN
13386,Tito Gómez,NaN
13387,Hessel,NaN
13388,C.K. Mann Big Band,NaN
13389,Norman Connors and The Starship Orchestra,NaN
13390,Super Lion,NaN
13391,Som Nosso De Cada Dia,NaN
13392,Sushma Shrestha,NaN
13393,Stefano Donaudy,NaN
13394,許冠英,NaN
13395,Trio Reynoso,NaN
13396,Glen Gray,NaN
13397,Abdullah Ibrahim,Cape Town
13398,Mirot,NaN
13399,ВИА Поющие гитары,NaN
13400,Loni Ackerman,NaN
13401,Voces Libres,NaN
13402,Ali Jihad Racy,NaN
13403,Terence Boylan,NaN
13404,Meri Wilson,Nagoya
13405,Lorraine Johnson,NaN
13406,Coro Popular Jabalón,NaN
13407,Triana,NaN
13408,Bergeners,NaN
13409,Sa,NaN
13410,Cachao,Havana
13411,Nisar Bazmi,Jalgaon
13412,Mel McDaniel,Checotah
13413,COD,NaN
13414,Sunbear,NaN
13415,Tulipunaruusut,NaN
13416,Casa Loma Orchestra,NaN
13417,Dick Jurgens & His Orchestra,NaN
13418,Urbie Green,NaN
13419,Sam Chatmon,NaN
13420,Zimbabwe Shona Mbira Music,NaN
13421,Felito Felix,NaN
13422,Point Blank,NaN
13423,Seasons Of Love,NaN
13424,Ronnie McDowell,NaN
13425,Cissy Houston,NaN
13426,Don Muro,NaN
13427,Henri Dès,Renens
13428,Annie Haslam,Bolton
13429,Sly Dunbar,Kingston
13430,Lili Ivanova,NaN
13431,Jane & Herondy,NaN
13432,Sayed Darwish,Alexandria
13433,Carmen Cavallaro & His Orchestra,NaN
13434,Bad Boy,NaN
13435,Aksak Maboul,NaN
13436,Granville Bantock,London
13437,Lily y el Gran Trío,NaN
13438,Margery Cohen,NaN
13439,"Chunky, Novi & Ernie",NaN
13440,Junior Gonzalez,NaN
13441,Hubble Bubble,NaN
13442,Bill Staines,Medford
13443,Earl King,New Orleans
13444,Kevin Roth,NaN
13445,Detective,NaN
13446,Brian Auger's Oblivion Express,NaN
13447,Valeriu Sterian,NaN
13448,Missouri,NaN
13449,Moment Of Truth,NaN
13450,Stanton Davis' Ghetto/Mysticism,NaN
13451,Lev Leshchenko,Moscow
13452,Blair Crimmins and The Hookers,NaN
13453,El Garrafon,NaN
13454,Frenéticas,NaN
13455,Terje Tysland,NaN
13456,The Upsetter Revue,NaN
13457,"Aztec violinist, guitarist, ritual specialists, young girls, dancers",NaN
13458,Kenny Sargent,NaN
13459,Count Basie Big Band,NaN
13460,Liverpool Football Team,NaN
13461,Monsenhor Jonas Abib,NaN
13462,Lou Perez,NaN
13463,Peter Gordon,New York City
13464,Carrie Smith,NaN
13465,Dan Crary,NaN
13466,Jesse Gould,NaN
13467,Agepê,Rio de Janeiro
13468,Brown Sugar,NaN
13469,The Green Future,NaN
13470,John Benson,NaN
13471,Kebekelektrik,NaN
13472,The Count Bishops,NaN
13473,Sesame Street's Little Jerry And The Monotones,NaN
13474,Robert De Niro,Greenwich Village
13475,The Brothers Cazimero 1,NaN
13476,Ensemble Slagthuset 1997,NaN
13477,Alfred Schnittke,Engels
13478,Midnight Well,NaN
13479,原野三重唱,NaN
13480,Rokotto,NaN
13481,Munni Begum,NaN
13482,于櫻櫻,NaN
13483,Ron Carter Quartet,NaN
13484,Oral Caress,NaN
13485,Radio Stars,NaN
13486,Hristo Kidikov,NaN
13487,Claus Ogerman Orchestra,NaN
13488,Butch Robins,NaN
13489,Jesse Henderson,NaN
13490,Ziad Rahbani,NaN
13491,Alternative TV,NaN
13492,Jaime Brockett,NaN
13493,Fadel Awad,NaN
13494,Sheila & B. Devotion,NaN
13495,Les Frères Dejean,NaN
13496,Galaxy 42,NaN
13497,Rock Nalle,NaN
13498,O Level,NaN
13499,Fantomes,NaN
13500,Hondo Crouch,NaN
13501,Allen Shelton,NaN
13502,"""Blue"" Gene Tyranny",NaN
13503,Téléphone,NaN
13504,Benjamin Blümchen,NaN
13505,Preservation Hall Jazz Band,NaN
13506,Sheshet,NaN
13507,Wolfsmond,NaN
13508,Earl Sixteen,NaN
13509,Steve Hillage,London
13510,Sesame Street's Biff,NaN
13511,Rahbani Brothers,NaN
13512,Belchior,Sobral
13513,Crackin',NaN
13514,Susana Rinaldi,NaN
13515,Jiří Schelinger,NaN
13516,Gray Jones,NaN
13517,A Roda,NaN
13518,Guilty Razors,NaN
13519,New Rollies,NaN
13520,Dogs,NaN
13521,Amelinha,Fortaleza
13522,Claudia Barry,NaN
13523,Original kreuzfidele Weststeirer,NaN
13524,Monik,NaN
13525,Ilana Avital,NaN
13526,Lalomie Washburn,NaN
13527,Orchestre Philharmonique de L'ORTF,NaN
13528,Asphalt Jungle,NaN
13529,Bachler Buam,NaN
13530,Fabulous Poodles,NaN
13531,Harry Nilsson's The Point Orchestra,NaN
13532,Ravindra Sathe,NaN
13533,Roly Salley,NaN
13534,Kevin Borich Express,NaN
13535,Maestro Portinho,NaN
13536,Big Balls,NaN
13537,Dúmbó og Steini,NaN
13538,Zülfü Livaneli,Ilgın
13539,Discognosis,NaN
13540,Stephan Micus,Stuttgart
13541,Logar,NaN
13542,Philippe Sarde,Neuilly-sur-Seine
13543,Tim Blake,London
13544,Vladimir Vysotsky,Moscow
13545,Anne Linnet,Aabyhøj
13546,Ian Carr's Nucleus,NaN
13547,Münich Machine,NaN
13548,Rafael Subirachs,NaN
13549,Rafael Peralta,NaN
13550,Rohdes Rockers,NaN
13551,Ersan Erdura,NaN
13552,Original Hochkönig Buam,NaN
13553,A3 Dans Le WC,NaN
13554,Germain De La Fuente,NaN
13555,Wild Havana,NaN
13556,Original Tiroler Musikanten,NaN
13557,Original Jaklinger Buam,NaN
13558,Original Alpenland Quintett,NaN
13559,Richard Gotainer,NaN
13560,Dexter Gordon Quartet,NaN
13561,The Mighty Two,NaN
13562,Orquesta Sinfónica De Radio Ljubljana,NaN
13563,Jamppa Tuominen,NaN
13564,Zakaria Ahmad,NaN
13565,Bella Bellow,NaN
13566,BILL BRANDON,NaN
13567,Hank Jones Trio,NaN
13568,Warm Gun,NaN
13569,Sonny Phillips,NaN
13570,Fisker Thomas,NaN
13571,Johnny Meyer,NaN
13572,Ruby Wright,Anderson
13573,Chute Libre,NaN
13574,Francis Durbridge,Kingston upon Hull
13575,"Paice, Ashton & Lord",NaN
13576,Prima Vera,NaN
13577,Babylone,NaN
13578,Anita Hirvonen,NaN
13579,999,NaN
13580,Hughie Cannon,Detroit
13581,Henry Ragas,New Orleans
13582,Libby Titus,Woodstock
13583,"Morning, Noon & Night",NaN
13584,Dewey Balfa,NaN
13585,Lummurnar,NaN
13586,Orquesta La Grande,NaN
13587,Michael Bundt,NaN
13588,Sonny Fortune,Philadelphia
13589,Electric Callas,NaN
13590,Stinky Toys,NaN
13591,"Huastecan Aztec ritual dancers, violinist, guitarist",NaN
13592,Los Mensajeros De Carapegua,NaN
13593,Sesame Street's Chrissy And The Alphabeats,NaN
13594,L'Orchestre Kanaga de Mopti,NaN
13595,Giovanni Buonaventura Viviani,Florence
13596,Ivano Fossati,Genoa
13597,Mystique,NaN
13598,Lasse Berghagen,Enskede-Årsta-Vantör city district
13599,Bo Bendixen,NaN
13600,Ron Geesin,North Ayrshire
13601,Jethro Burns,NaN
13602,Yockie,NaN
13603,Bruce Roberts,NaN
13604,Doug Jernigan,NaN
13605,Los Cachorros de Juan Villarreal,NaN
13606,Stemmeisen und Zündschnur,NaN
13607,Bernard Fevre,NaN
13608,Wetzlarer Jugendchor,NaN
13609,Rob,NaN
13610,Charles De Goal,NaN
13611,Francis Hime,NaN
13612,Quantum Jump,NaN
13613,New Four,NaN
13614,Calcinator,NaN
13615,Mario Trevi,Melito di Napoli
13616,Grupo Coco,NaN
13617,Orquesta Sinfónica de Alemania,NaN
13618,Shmulik Kraus,Jerusalem
13619,Shorty The President,NaN
13620,Dickie Landry,NaN
13621,Ensemble Slagthuset,NaN
13622,Luis Gardey,NaN
13623,Rayuela,NaN
13624,Phil Trim,NaN
13625,John Greaves,Prestatyn
13626,Qahtan al-Attar,Ali Al-Gharbi District
13627,David Parton,NaN
13628,Spin,NaN
13629,Michael Angelo,NaN
13630,Hernaldo Zuniga,NaN
13631,Ian Gillan Band,NaN
13632,YinShia,NaN
13633,Derek & Clive,NaN
13634,Mircea Vintila,NaN
13635,Vimana,NaN
13636,Taroub,NaN
13637,Os Carioquinhas,NaN
13638,Conlon Nancarrow,Texarkana
13639,"Aztec violinist, guitarist, male dancers with rattles",NaN
13640,Pierre Rapsat,Ixelles
13641,Boian Ivanov,NaN
13642,Gazoline,NaN
13643,Isaco Abitbol,NaN
13644,Juhamatti,NaN
13645,Mother Freedom Band,NaN
13646,John Berenzy,NaN
13647,Kari Tapio,NaN
13648,Chocolate Da Bahia,NaN
13649,Bernardo y Sus Compadres,NaN
13650,Original Triglav Quintett,NaN
13651,Gordon Giltrap,Brenchley
13652,Bappi Lahiri,Kolkata
13653,John Paul Young,NaN
13654,The Cars,NaN
13655,The Police,NaN
13656,Van Halen,NaN
13657,Dire Straits,NaN
13658,"Ray Parker, Jr.",NaN
13659,TOTO,NaN
13660,Rick James,Buffalo
13661,Elvis Costello & The Attractions,NaN
13662,Chaka Khan,Chicago
13663,Kate Bush,Bexleyheath
13664,DEVO,NaN
13665,Ace Frehley,The Bronx
13666,Lorenzo De Monteclaro,NaN
13667,Patrick Hernandez,Le Blanc-Mesnil
13668,Black Flag,NaN
13669,Siouxsie and the Banshees,NaN
13670,Althea And Donna,NaN
13671,Stockard Channing,NaN
13672,Jay Ferguson,Burbank
13673,Prince,Minneapolis
13674,David Gilmour,London
13675,Jim Morrison,Melbourne
13676,The Blues Brothers,NaN
13677,Nicolette Larson,Helena
13678,Wreckless Eric,Newhaven
13679,A Taste Of Honey,NaN
13680,Exile,Los Angeles
13681,Switch,NaN
13682,Michael Johnson,Alamosa
13683,Lafayette Leake,NaN
13684,The Only Ones,NaN
13685,Cold Chisel,NaN
13686,Chris Rea,Middlesbrough
13687,Johnny Thunders,Queens
13688,Chuito El De Bayamon,NaN
13689,Cindy Bullens,NaN
13690,Haruomi Hosono,Minato-ku
13691,Pat Metheny Group,NaN
13692,The Normal,NaN
13693,Spyro Gyra,NaN
13694,James Getzoff,NaN
13695,Tommy Flanagan,Detroit
13696,Angela Bofill,The Bronx
13697,Raydio,NaN
13698,Madleen Kane,NaN
13699,Frank Mills,Montreal
13700,Gary Moore,Belfast
13701,Walter Hawkins,Oakland
13702,Larry Graham & Graham Central Station,NaN
13703,Generation X,NaN
13704,Maze,NaN
13705,Louis St. Louis,NaN
13706,The Brothers Cazimero,NaN
13707,Karyn White,NaN
13708,Peter Rowan,NaN
13709,Ian Gomm,Chiswick
13710,LeRoux,NaN
13711,Taeko Onuki,NaN
13712,Carlton Williams,NaN
13713,Paul Stanley,Hamburg
13714,Yesca,NaN
13715,Gene Simmons,Tirat Carmel
13716,Alice Bowie,NaN
13717,Lakeside,NaN
13718,Pages,NaN
13719,Richie Furay,Yellow Springs
13720,Gene Cotton,NaN
13721,Paloma San Basilio,Madrid
13722,Jona Lewie,Southampton
13723,Sham 69,NaN
13724,Sun Ra & His Arkestra,NaN
13725,Norma Fraser,NaN
13726,Pedrito Fernández,NaN
13727,Steve Martin and The Toot Uncommons,NaN
13728,Boris Ord,NaN
13729,Bernie Worrell,Long Branch
13730,The Korgis,NaN
13731,Japan,NaN
13732,The Adverts,NaN
13733,Serú Girán,NaN
13734,Harold Budd,Victorville
13735,Elton Motello,NaN
13736,Nipsey Russell,Atlanta
13737,Joni Haastrup,NaN
13738,Rose Tattoo,NaN
13739,Dragon,NaN
13740,Michal Urbaniak,NaN
13741,Peter Criss,NaN
13742,Public Image Ltd.,NaN
13743,Keith Green,Brooklyn
13744,Goody Goody,NaN
13745,Castelnuevo-Tedesco,NaN
13746,ATaste Of Honey,NaN
13747,Verónica Castro,NaN
13748,Foxy,NaN
13749,Breakwater,NaN
13750,Nigel Olsson,Wallasey
13751,Felipe Arriaga,NaN
13752,Thelma Carpenter,NaN
13753,Nohelani Cypriano,NaN
13754,Members Of The Glenn Miller Orchestra,NaN
13755,The Hazzard County Boys,NaN
13756,Ted Ross,NaN
13757,Mabel King,NaN
13758,Rachel Sweet,Akron
13759,U.K.,NaN
13760,The Rutles,NaN
13761,Dinosaur,NaN
13762,Leo's Sunshipp,NaN
13763,Ken Stewart,NaN
13764,Black Devil Disco Club,NaN
13765,David Johansen,Staten Island
13766,Pelle Svanslös,NaN
13767,Brides Of Funkenstein,NaN
13768,Whitesnake,NaN
13769,Larry Carlton,Torrance
13770,Penetration,NaN
13771,Ryuichi Sakamoto,Nakano
13772,Yehudit Ravitz,Beersheba
13773,Hugh Mundell,NaN
13774,Members Of The Duke Ellington Band,NaN
13775,Yehonatan Geffen,Nahalal
13776,Musique,NaN
13777,Pecos,NaN
13778,Alberta Hunter,NaN
13779,Nina Hagen,East Berlin
13780,New Orleans Jazz Band,NaN
13781,Tubeway Army,NaN
13782,Search Boys,NaN
13783,Víctor Manuel,Mieres
13784,Herb Alpert,Los Angeles
13785,Gidi Gov,NaN
13786,Jon Hassell,Memphis
13787,XTC,NaN
13788,Siedah Garrett,Los Angeles
13789,L. Subramaniam,Chennai
13790,The Motors,NaN
13791,Farida Khanum,NaN
13792,Theresa Merritt,NaN
13793,Germs,NaN
13794,Roger,NaN
13795,John Cooper Clarke,Salford
13796,Marc Jordan,Brooklyn
13797,Randy Meisner,Scottsbluff
13798,The Godz,NaN
13799,Christy Essien,NaN
13800,The Boys Next Door,NaN
13801,Chico Che y La Crisis,NaN
13802,John Schneider,Mount Kisco
13803,Eddie Shaw,Stringtown
13804,London Symphony Orchestra,NaN
13805,The Ink Spots,NaN
13806,"Johnny ""Big Moose"" Walker",NaN
13807,YELLOW MAGIC ORCHESTRA,NaN
13808,Bill LaBounty,NaN
13809,Roedelius,NaN
13810,Tatico Henriquez Y Sus Muchachos,NaN
13811,Janie Fricke,South Whitley
13812,David Broza,Haifa
13813,Roy Drusky,Atlanta
13814,Cheech And Chong with Alice Bowie,NaN
13815,Daniel Balavoine,Alençon
13816,La Charanga 76 con Hansel y Raul,NaN
13817,Wolf Rottmann,NaN
13818,Tommy Bergs,NaN
13819,Sam Hui,Guangzhou
13820,Pedro & Man,NaN
13821,Members Of The Jimmie Dorsey Orchestra,NaN
13822,Aquarian Dream,NaN
13823,Joe Sample,Houston
13824,Schooner Fare,NaN
13825,Norma Jean Wright,NaN
13826,Snow Babies,NaN
13827,Lemuria,NaN
13828,Members Of The Tommy Dorsey Orchestra,NaN
13829,Rupert Holmes,Northwich
13830,The Sportsmen,NaN
13831,Baby Do Brasil,NaN
13832,Streetheart,NaN
13833,"Pedro, Man, Officer Clyde & Sgt. Stedenko",NaN
13834,Linda Clifford,NaN
13835,Members Of The Benny Goodman Orchestra,NaN
13836,Arabesque,NaN
13837,Dream Boy,NaN
13838,Svika Pick,Wrocław
13839,Antonio Lotti,Venice
13840,Hurricane Express,NaN
13841,Eddie Hinton,Tuscaloosa
13842,Andres Jiminez,NaN
13843,Wilfred Luckie,NaN
13844,Tom Wopat,NaN
13845,Members Of The Lawrence Welk Orchestra,NaN
13846,Man & The Ajax Lady,NaN
13847,Luv',NaN
13848,Samuel Jonathan Johnson,NaN
13849,Sweet Comfort Band,NaN
13850,Sepp Viellechner,NaN
13851,Fabienne Thibeault,NaN
13852,Westernhagen,NaN
13853,The Zeros,NaN
13854,Litsa Diamanti,NaN
13855,Dani Litani,Haifa
13856,Emmylou Harris with Fayssoux Starling,NaN
13857,Rich Kids,NaN
13858,Yumi Matsutoya,Hachiōji
13859,Roger Whittaker,Nairobi
13860,Donna Mcghee,NaN
13861,Tuff Darts,NaN
13862,Nantucket,NaN
13863,Chhaya Ganguli,NaN
13864,Renato Teixeira,Santos
13865,Isao Tomita,Suginami-ku
13866,The Undertones,NaN
13867,Geir Børresen,NaN
13868,Moon Martin,Oklahoma
13869,James Best,Powderly
13870,Claude Dubois,Montreal
13871,Fotomaker,NaN
13872,Vasco Rossi,Zocca
13873,Squeeze,NaN
13874,The Kids,NaN
13875,David Mallett,NaN
13876,"Man, Jade East & Pedro",NaN
13877,Darrell Nash,NaN
13878,Dane Donohue,NaN
13879,La Düsseldorf,NaN
13880,Osho Active Meditations,NaN
13881,Tommy Cox,NaN
13882,Pedro & Sgt. Stedenko,NaN
13883,Tequila,NaN
13884,Yukihiro Takahashi,Meguro-ku
13885,André DeShields,NaN
13886,Montana,NaN
13887,Sally Oldfield,Dublin
13888,Ronnie Montrose,NaN
13889,Left Hand Frank,NaN
13890,Ellen Cohn,NaN
13891,Simpletones,NaN
13892,Cathedral,NaN
13893,Phreek,NaN
13894,Brian Elliot,NaN
13895,Jimmy Edward,NaN
13896,The Bags,NaN
13897,Promises,NaN
13898,Manzanita,Madrid
13899,Linton Kwesi Johnson,Chapelton
13900,Woody Herman Orchestra,NaN
13901,Gaz,NaN
13902,Orquesta Filarmonica de Alemania,NaN
13903,Sorrell Booke,NaN
13904,Johannes Kleppevik,NaN
13905,Fünf Freunde,NaN
13906,Sherrick,NaN
13907,The Weirdos,NaN
13908,Chris Bennett,Marshall
13909,Sheila E.,Oakland
13910,Ganymed,NaN
13911,Saga,Sweden
13912,DMZ,NaN
13913,Francis Goya,Liège
13914,Otis G Johnson,NaN
13915,Fariz RM,Jakarta
13916,Negative Trend,NaN
13917,Ian Tyson,Victoria
13918,The Crowd,NaN
13919,Rez Band,NaN
13920,Vakhtang Kikabidze,Tbilisi
13921,Nell Carter,NaN
13922,The Happy Goodmans,NaN
13923,Martin Circus,NaN
13924,B.T.O.,NaN
13925,Chris Norman,Redcar
13926,Lone Ranger,NaN
13927,Harry James Orchestra,NaN
13928,Hubert Félix Thiéfaine,NaN
13929,Emmylou Harris with Barry Tashian,NaN
13930,Paley Brothers,NaN
13931,Parlet,NaN
13932,Karen Young,Montreal
13933,Daniel Magal,NaN
13934,Edgar Meyer,Oak Ridge
13935,Midnight Oil,NaN
13936,Chrisye,Jakarta
13937,The Salem Inspirational Choir,NaN
13938,Halid Bešlić,NaN
13939,Moğollar,NaN
13940,Alex de Grassi,NaN
13941,Catherine Bach,NaN
13942,Jahn Teigen,Tønsberg
13943,Constellation Orchestra,NaN
13944,3 Busserulls,NaN
13945,Gruppo Sportivo,NaN
13946,Klaus Weiss,NaN
13947,Ruben Ramos,NaN
13948,Hagood Hardy,Angola
13949,Faith Band,NaN
13950,Håkon Banken,NaN
13951,Tony Rice Unit,NaN
13952,National Health,NaN
13953,David Castle,NaN
13954,Charlaine Woodard,NaN
13955,Carlos Alexandre,NaN
13956,Frank Weber,NaN
13957,The Suicide Commandos,NaN
13958,X,NaN
13959,The Advisors,NaN
13960,Fortis,NaN
13961,Grupo México 80,NaN
13962,Downchild Blues Band,NaN
13963,Tião Carreiro & Paraíso,NaN
13964,Elaine Paige,NaN
13965,Akin Richards & The Executives,NaN
13966,Wilfrido Vargas y Sus Beduinos,NaN
13967,Happy Louie and Julcia's Polka Band / Happy Louie,NaN
13968,Tonio K.,NaN
13969,Conjunto Alerce,NaN
13970,Pickwick Grease Monkeys,NaN
13971,Riechmann,NaN
13972,Armelia McQueen,NaN
13973,Alci Acosta,NaN
13974,Doug Stone,Toronto
13975,Easy Going,NaN
13976,Venustra K. Robinson,NaN
